Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2vRDFgdJiILUdDOLL8hLH3,"1AhjOkOLkbHUfcHDSErXQs,5mqguTgtaoCMNMZD6txCh6,07ZhipyrvoyNoJejeyM0PQ","Lover Boy 88","Head In The Clouds","88rising,Phum Viphurit,Higher Brothers",2018-07-20,233033,54,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,bedroom pop,chill r&b,chinese hip hop",0.734,0.699,11,-6.689,1,0.0614,0.349,0,0.261,0.5,109.979,4
6XexzlVsjQOuNQ5pcfWOdq,"1AhjOkOLkbHUfcHDSErXQs,2iB8eFB6flwQculkUrRssi,2kxP07DLgs4xlWz8YHlvfh","Poolside Manor","Head In The Clouds","88rising,AUGUST 08,NIKI",2018-07-20,170527,46,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,la pop,r&b,chill r&b,indonesian r&b",0.588,0.541,10,-7.212,1,0.0626,0.417,0,0.107,0.0816,77.478,4
5qZIrB9CjgKdMspTFkUbNt,"1AhjOkOLkbHUfcHDSErXQs,2IDLDx25HU1nQMKde4n61a,699OTQXzgjhIYAHMy9RyPD","Beam (feat. Playboi Carti)","Head In The Clouds","88rising,Rich Brian,Playboi Carti",2018-07-20,151073,46,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,indonesian hip hop,atl hip hop,plugg,rap,trap",0.802,0.659,11,-5.927,0,0.127,0.0123,0.0095,0.136,0.471,152.969,4
1uGooqNfg2PDfVZ0POkzuU,"1AhjOkOLkbHUfcHDSErXQs,07ZhipyrvoyNoJejeyM0PQ,4TEJudQY2pXxVHPE3gD2EU","Let It Go","Head In The Clouds","88rising,Higher Brothers,BlocBoy JB",2018-07-20,169637,41,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chinese hip hop,memphis hip hop,pop rap,rap,southern hip hop,tennessee hip hop,trap,vapor trap",0.862,0.814,1,-4.836,1,0.142,0.0267,0,0.163,0.814,110.035,4
0uuH3Htpahzscc1YSG833Z,"1AhjOkOLkbHUfcHDSErXQs,2IDLDx25HU1nQMKde4n61a,07ZhipyrvoyNoJejeyM0PQ,2iB8eFB6flwQculkUrRssi","Disrespectin","Head In The Clouds","88rising,Rich Brian,Higher Brothers,AUGUST 08",2018-07-20,230173,40,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,indonesian hip hop,chinese hip hop,la pop,r&b",0.656,0.632,2,-5.855,1,0.331,0.161,0,0.0866,0.114,133.819,4
3j1fOrxmfuym91Cf9v397b,"1AhjOkOLkbHUfcHDSErXQs,2kxP07DLgs4xlWz8YHlvfh","Warpaint","Head In The Clouds","88rising,NIKI",2018-07-20,213787,50,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chill r&b,indonesian r&b",0.68,0.658,1,-5.356,1,0.0535,0.082,0.0324,0.109,0.278,128.921,4
5ZaaHM8HRizjncGBAIfK0C,"1AhjOkOLkbHUfcHDSErXQs,2iB8eFB6flwQculkUrRssi,2kxP07DLgs4xlWz8YHlvfh","I Want In","Head In The Clouds","88rising,AUGUST 08,NIKI",2018-07-20,150295,47,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,la pop,r&b,chill r&b,indonesian r&b",0.493,0.69,7,-4.768,1,0.275,0.42,0,0.126,0.478,76.85,5
2AJlEaACYHQMYxXlRMdLM6,"1AhjOkOLkbHUfcHDSErXQs,0WOxhx4hikIsyF3CRPLC8W,6f9bmfkqiYbhCtdAZsv7KI,0r371dCcixw9isainQEkD6","Japan 88","Head In The Clouds","88rising,Famous Dex,Keith Ape,Verbal",2018-07-20,185510,50,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chicago rap,drill,rap,southern hip hop,trap,underground hip hop,vapor trap,viral rap,korean trap",0.747,0.706,6,-7.244,1,0.404,0.195,0,0.336,0.835,176.095,4
55tfKBrYphNr4sjTeHqtc8,"1AhjOkOLkbHUfcHDSErXQs,07ZhipyrvoyNoJejeyM0PQ,6l8D5mZvv6wusxpawsw1t6,5XenQ7XfcvQdfIbpLEFaKQ","Nothing Wrong (feat. Goldlink)","Head In The Clouds","88rising,Higher Brothers,Harikiri,GoldLink",2018-07-20,192401,39,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,chinese hip hop,alternative r&b,dmv rap,hip hop,indie soul,r&b,rap,underground hip hop",0.806,0.905,5,-4.363,0,0.294,0.258,0,0.324,0.524,124.001,4
3kYARoLSAvt86VFZ55BQcq,"1AhjOkOLkbHUfcHDSErXQs,3MZsBdqDrRTJihTHQrO6Dq","Head In The Clouds","Head In The Clouds","88rising,Joji",2018-07-20,178022,64,spotify:user:emberg547,2019-01-26T03:45:54Z,"asian american hip hop,pop,alternative r&b,viral pop",0.516,0.456,9,-9.242,1,0.0397,0.281,0.0000127,0.0847,0.238,145.843,4
